adult,original_language,original_title,overview,release_date,vote_average,vote_count
False,en,The Lorax,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",2012-03-01,6.3,1048.0
False,en,Tim and Eric's Billion Dollar Movie,"Two guys get a billion dollars to make a movie, only to watch their dream run off course.",2012-03-02,5.2,35.0
False,en,Red Lights,"Two investigators of paranormal hoaxes, the veteran Dr. Margaret Matheson and her young assistant, Tom Buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. Simon Silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. Tom starts to develop an intense obsession with Silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. As Tom gets closer to Silver, tension mounts, and his worldview is threatened to its core.",2012-03-02,6.0,381.0
False,sv,Hamilton - I nationens intresse,"Carl Hamilton manages to infiltrate an international gang that has stolen advanced Swedish GPS-guided missiles. But the league is subjected to a sudden deadly attack by a well drilled group of mercenaries of unknown clients. Hamilton escapes the massacre, but the rockets have disappeared without a trace.",2012-03-02,5.9,41.0
False,en,Fresh Guacamole,"In this follow-up to his stop-motion hit Western Spaghetti, director PES transforms familiar objects into Fresh Guacamole.",2012-03-02,7.6,46.0
False,en,Being Flynn,"During his twenties, a young man works at various homeless shelters in Boston, where he often intersects with his brilliant but troubled father.",2012-03-02,5.8,73.0
False,en,The Samaritan,"After twenty years in prison, Foley is finished with the grifter's life. When he meets an elusive young woman named Iris, the possibility of a new start looks real. But his past is proving to be a stubborn companion.",2012-03-02,5.2,69.0
False,en,Columbus Circle,An heiress who's been shut inside her apartment building for nearly two decades is forced to confront her fears after one of her neighbors is killed and a detective arrives to begin the investigation.,2012-03-05,5.9,79.0
False,en,Into the White,"Into the White is an anti-war movie. High above the harsh Norwegian wilderness, English and German pilots shoot each other to the ground after a violent chance encounter. Isolated, they must fight to survive the brutal winter. Though war has made them enemies, antagonism is hard to maintain as days go by. Through mutual need, unlikely friendships bloom. Somehow, they become comrades. War, after all, is absurd.",2012-03-06,6.9,96.0
False,en,Tooth Fairy 2,"Larry Guthrie, who loses his first love to the town hot shot, decides to win her back by volunteering with the children at her after-school program. When Larry accidentally tells the kids the Tooth Fairy is make-believe, he soon is transformed into a tutu-clad fairy with the ""sentence"" of collecting teeth.",2012-03-06,4.6,38.0
False,en,John Carter,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",2012-03-07,6.1,2170.0
False,fr,Comme un chef,"A veteran chef faces off against his restaurant group's new CEO, who wants to the establishment to lose a star from its rating in order to bring in a younger chef who specializes in molecular gastronomy.",2012-03-07,5.9,173.0
False,en,A Thousand Words,"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja (Cliff Curtis) for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner.",2012-03-07,6.0,381.0
False,en,Cleanskin,"While working undercover as a bodyguard to arms dealer Harry, former-soldier-turned-secret-service-agent Ewan survives a bloody shootout with a member of an Islamic terrorist cell who steals Harry's briefcase full of Semtex explosives and escapes. Ewan's spymasters task Ewan with hunting down the cell members and retrieving the briefcase.",2012-03-08,5.6,118.0
False,de,Barbara,"It is the summer of 1980 in East Germany and, alone, Barbara is confined to living and working as a doctor in a small provincial town - her punishment for attempting to emigrate to the West. She has only one focus; to escape and for this, she has to wait patiently. Until Andre, her supervisor in the hospital, takes her off course. Are his motives of love or duty to the authorities? The day-to-day pretense, and content supervision slowly take their toll as the tension builds.",2012-03-08,7.3,71.0
False,en,The Raven,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",2012-03-09,6.1,432.0
False,hi,Kahaani,"Vidya Bagchi (Vidya Balan) arrives in Kolkata from London to find her missing husband Arnab Bagchi. Seven months pregnant and alone in a festive city, she begins a relentless search for her husband. With nothing to rely on except fragments from her memories about him, all clues seem to reach a dead end when everyone tries to convince Vidya that her husband does not exist. She slowly realises that nothing is what it seems. In a city soaked in lies, Vidya is determined to unravel the truth about her husband - for herself and her unborn child - even at the cost of her own life.",2012-03-09,7.3,61.0
False,en,Game Change,"Based on the book by John Heilemann and Mark Halperin, Game Change focuses on the Republican run of the 2008 Presidential election, when candidate John McCain picks a relative unknown, Alaskan governor Sarah Palin, to be his running mate.  As the campaign kicks into high gear, her lack of experience, in both political and media savvy, becomes a drain upon McCain and his strategists.  Directed by Jay Roach, who previously directed the HBO film Recount and the Austin Powers movies, Game Change premiered on HBO on March 10th, 2012.",2012-03-09,6.4,98.0
False,en,Playback,"While digging into their town's infamous past, a group of high school students unwittingly unlock an even darker secret. Now, an evil spirit has been awakened and will stop at nothing to find his true heir.",2012-03-09,3.7,40.0
False,en,Bel Ami,"Georges Duroy travels through 1890s Paris, from cockroach ridden garrets to opulent salons, using his wits and powers of seduction to rise from poverty to wealth, from a prostitute’s embrace to passionate trysts with wealthy beauties, in a world where politics and media jostle for influence, where sex is power and celebrity an obsession.",2012-03-09,5.0,155.0
False,en,Extracted,"Thomas Jacobs invents a way to watch people's memories from the inside. Going against his morals, he accepts an offer to enter a heroin addict's memories to literally see if he committed a crime. However,a malfunction causes his consciousness to become trapped inside the criminal's mind. He remains a prisoner in the addict's memories for more than four years until he discovers the possibility of escape.",2012-03-10,5.9,85.0
False,en,Iron Sky,"In the last moments of World War II, a secret Nazi space program evaded destruction by fleeing to the Dark Side of the Moon. During 70 years of utter secrecy, the Nazis construct a gigantic space fortress with a massive armada of flying saucers.",2012-03-10,5.6,563.0
